otuz bircimiz	otuz birciNNOMSGPSS1P
pisletirlar	pisletmekVIND3PLPRSPOSDECL
surede	sureNLOCSG
ölçülmüyor musunuz?	ölçülmekVIND2PLPRSPROGNEGINTR
yordamımızdan	yordamNABLSGPSS1P
sindirdik	sindirmekVIND1PLPSTPOSDECL
popunuzda	popNLOCSGPSS2P
sancakları	sancakNACCPL
lügatçeler	lügatçeNNOMPL
modaymışsın	modaNLGSPEC12SSGLGSPEC2
Tiranlında	TiranlıNLOCSGPSS2S
röntgenlerin	röntgenNGENPL
filozoflarımdan	filozofNABLPLPSS1S
örerler mi?	örmekVIND3PLPRSPOSINTR
sunmuyorum	sunmakVIND1SGPRSPROGNEGDECL
çalgıcına	çalgıçNDATSGPSS3S
döneminde	dönemNLOCSGPSS2S
ilişkisel modellerinde	ilişkisel modelNLOCPLPSS3S
adsız sınıflarının	adsız sınıfNGENPLPSS3P
mango sinekleri	mango sineğiNNOMPL
cinsel yönelimlerini	cinsel yönelimNACCPLPSS3P
saksı	saksıNNOMSG
cezve	cezveNNOMSG
tanıtmadınız	tanıtmakVIND2PLPSTNEGDECL
şaşırtıyor muydum?	şaşırtmakVIND1SGPSTPROGPOSINTR
geçiniyorsunuz	geçinmekVIND2PLPRSPROGPOSDECL
yıpranıyoruz	yıpranmakVIND1PLPRSPROGPOSDECL
geciktirecek mi?	geciktirmekVIND3SGFUTPOSINTR
atıştırmadık mı?	atıştırmakVIND1PLPSTNEGINTR
virgül	virgülNNOMSG
manalarsın	manaNLGSPEC12SPLPRS
hindinizin	hindiNGENSGPSS2P
eksenini	eksenNACCSGPSS2S
sıfatında	sıfatNLOCSGPSS2S
masörlere	masörNDATPL
papazlarız	papazNLGSPEC11PPLPRS
duş almıyorsunuz	duş almakVIND2PLPRSPROGNEGDECL
türevlerine	türevNDATPLPSS3S
geçiniyor muyum?	geçinmekVIND1SGPRSPROGPOSINTR
dolap çevireceksin	dolap çevirmekVIND2SGFUTPOSDECL
tütüncümüzden	tütüncüNABLSGPSS1P
yetişirler	yetişmekVIND3PLPRSPOSDECL
yeterliliğiniz	yeterlilikNNOMSGPSS2P
islerini	isNACCPLPSS2S
dövüyordu	dövmekVIND3SGPSTPROGPOSDECL
madamdan	madamNABLSG
koruyucundan	koruyucuNABLSGPSS2S
eğleniyor muydu?	eğlenmekVIND3SGPSTPROGPOSINTR
küvetlere	küvetNDATPL
bakıcılarımız	bakıcıNNOMPLPSS1P
eriyorlar mı?	ermekVIND3PLPRSPROGPOSINTR
eşcinsellerinden	eşcinselNABLPLPSS3P
gözden kayboluyor muydu?	gözden kaybolmakVIND3SGPSTPROGPOSINTR
irkeneklermişsiniz	irkenekNLGSPEC12PPLLGSPEC2
karnınız	karınNNOMSGPSS2P
süsüm	süsNLGSPEC11SSGPRS
istisnamıza	istisnaNDATSGPSS1P
böğürtlenlerimizi	böğürtlenNACCPLPSS1P
pancarlarının	pancarNGENPLPSS2S
köpüğüne	köpükNDATSGPSS2S
makinalara	makinaNDATPL
manalarından	manaNABLPLPSS3P
sivilcene	sivilceNDATSGPSS2S
bahtsızım	bahtsızADJLGSPEC1PRS1SGPOSDECL
mühendislerinden	mühendisNABLPLPSS2S
cibinlerinizde	cibinNLOCPLPSS2P
tutulmalardan	tutulmaNABLPL
öper	öpmekVIND3SGPRSPOSDECL
boy ölçüşmüyor muyuz?	boy ölçüşmekVIND1PLPRSPROGNEGINTR
ayarlatmaz mıyım?	ayarlatmakVIND1SGPRSNEGINTR
kuralınızdan	kuralNABLSGPSS2P
ittirilmiyorlar mı?	ittirilmekVIND3PLPRSPROGNEGINTR
yongalarına	yongaNDATPLPSS2S
ayvazımın	ayvazNGENSGPSS1S
karadulumuzun	karadulNGENSGPSS1P
yumuşakçanızı	yumuşakçaNACCSGPSS2P
şarkıcından	şarkıcıNABLSGPSS2S
sinagoglarımızın	sinagogNGENPLPSS1P
uzaktan kumandalarım	uzaktan kumandaNNOMPLPSS1S
süt sağıyorum	süt sağmakVIND1SGPRSPROGPOSDECL
tek sayımdan	tek sayıNABLSGPSS1S
oyuncularından	oyuncuNABLSGPSS3P
koordinatının	koordinatNGENSGPSS3S
aletlerimi	aletNACCPLPSS1S
daldırtmaz mı?	daldırtmakVIND3SGPRSNEGINTR
pişeceğim	pişmekVIND1SGFUTPOSDECL
kilimimizi	kilimNACCSGPSS1P
iffetlerimize	iffetNDATPLPSS1P
balinalar	balinaNLGSPEC13PSGPRS
göçecek miyiz?	göçmekVIND1PLFUTPOSINTR
sıpalarıma	sıpaNDATPLPSS1S
insanımsılarmışsın	insanımsıNLGSPEC12SPLLGSPEC2
telefonlarımıza	telefonNDATPLPSS1P
lahana sineklerine	lahana sineğiNDATPL
ilaçları	ilaçNACCPL
tutkularım	tutkuNLGSPEC11SPLPRS
sesçilerinizde	sesçiNLOCPLPSS2P
bohçanda	bohçaNLOCSGPSS2S
iğrendi mi?	iğrenmekVIND3SGPSTPOSINTR
söküyordu	sökmekVIND3SGPSTPROGPOSDECL
tundralarımızı	tundraNACCPLPSS1P
gerinmiyor mu?	gerinmekVIND3SGPRSPROGNEGINTR
kıracaksınız	kırmakVIND2PLFUTPOSDECL
keşfetmeyecek miyiz?	keşfetmekVIND1PLFUTNEGINTR
silgisinde	silgiNLOCSGPSS3S
ayılmıyordum	ayılmakVIND1SGPSTPROGNEGDECL
yeterliliklerime	yeterlilikNDATPLPSS1S
öldürmüyordular	öldürmekVIND3PLPSTPROGNEGDECL
havlu atacaksın	havlu atmakVIND2SGFUTPOSDECL
küllüklerine	küllükNDATSGPSS3P
eziyor mu?	ezmekVIND3SGPRSPROGPOSINTR
mahzenlerimin	mahzenNGENPLPSS1S
yermiyorduk	yermekVIND1PLPSTPROGNEGDECL
gürzlerinin	gürzNGENPLPSS2S
yapımcıları	yapımcıNACCPL
reel sayıların	reel sayıNGENPL
seversin	sevmekVIND2SGPRSPOSDECL
kapatmazsınız	kapatmakVIND2PLPRSNEGDECL
giydim mi?	giymekVIND1SGPSTPOSINTR
kovmayacak mı?	kovmamakVIND3SGFUTNEGINTR
cehennemin	cehennemNNOMSGPSS2S
heyecanlandırıyorsun	heyecanlandırmakVIND2SGPRSPROGPOSDECL
eğitmedim mi?	eğitmekVIND1SGPSTNEGINTR
forumdaşlarız	forumdaşNLGSPEC11PPLPRS
çarpımızdan	çarpıNABLSGPSS1P
bayılmalara	bayılmaNDATPL
verdirirler mi?	verdirmekVIND3PLPRSPOSINTR
baz	bazNLGSPEC13SSGPRS
bir avuç toprak olmadık	bir avuç toprak olmakVIND1PLPSTNEGDECL
hormonal sistemlerinden	hormonal sistemNABLPLPSS3P
sevaplarında	sevapNLOCPLPSS3S
ispatlar mısınız?	ispatlamakVIND2PLPRSPOSINTR
çöpü	çöpNACCSG
kerpeteni	kerpetenNNOMSGPSS3S
şampiyonluklardan	şampiyonlukNABLPL
fonksiyonları	fonksiyonNNOMPLPSS3S
harçlarım	harçNNOMPLPSS1S
bohçalarımızdan	bohçaNABLPLPSS1P
tükenmem	tükenmekVIND1SGPRSNEGDECL
farenizden	fareNABLSGPSS2P
ağaç çivilerdir	ağaç çiviNLGSPEC13PPLPRS
umurum	umurNNOMSGPSS1S
ceylandan	ceylanNABLSG
şizofreniler	şizofreniNNOMPL
kalkmıyordunuz	kalkmakVIND2PLPSTPROGNEGDECL
buluşuyorduk	buluşmakVIND1PLPSTPROGPOSDECL
birincil sürümüne	birincil sürümNDATSGPSS2S
akreplermişiz	akrepNLGSPEC11PPLLGSPEC2
kayağımıza	kayakNDATSGPSS1P
yaparım	yapmakVIND1SGPRSPOSDECL
öldürtülecek miyiz?	öldürtülmekVIND1PLFUTPOSINTR
doktorlarda	doktorNLOCPL
sürümez misin?	sürümekVIND2SGPRSNEGINTR
dilsizliğinizden	dilsizlikNABLSGPSS2P
sebepte	sebepNLOCSG
düğün pastalarına	düğün pastasıNDATPL
yalın halleri	yalın halNACCPL
kraliçeliğin	kraliçelikNGENSG
parıltım	parıltıNNOMSGPSS1S
sünerler	sünmekVIND3PLPRSPOSDECL
evlenir mi?	evlenmekVIND3SGPRSPOSINTR
kaynamıyor muydum?	kaynamakVIND1SGPSTPROGNEGINTR
dişlilerimiz	dişliNNOMPLPSS1P
müselleslere	müsellesNDATPL
cadılıkları	cadılıkNACCPL
vekil sunucudan	vekil sunucuNABLSG
süt sağdık	süt sağmakVIND1PLPSTPOSDECL
jelada	jeladaNNOMSG
sonsuzlarımızı	sonsuzNACCPLPSS1P
öküzü	öküzNACCSG
yalın durumunuzu	yalın durumNACCSGPSS2P
işletimdim	işletimNLGSPEC11SSGPST
en küçük ortak kat	en küçük ortak katNNOMSGPSS1P
önemlerinin	önemNGENPLPSS3P
arzuhalcilerinde	arzuhalciNLOCPLPSS3P
kırıyorduk	kırmakVIND1PLPSTPROGPOSDECL
notlardan	notNABLPL
yanaklar	yanakNNOMPL
dalgalandırıyor muydun?	dalgalandırmakVIND2SGPSTPROGPOSINTR
kelimelerinin	kelimeNGENPLPSS2S
şarkın	şarkNNOMSGPSS2S
sökmüyordunuz	sökmekVIND2PLPSTPROGNEGDECL
kasıklarının	kasıkNGENPLPSS3S
saklanmazsınız	saklanmakVIND2PLPRSNEGDECL
kesyaplarından	kesyapNABLPLPSS3P
sosluğu	soslukNNOMSGPSS3S
makarnalarında	makarnaNLOCPLPSS2S
fıstığının	fıstıkNGENSGPSS2S
ekşiyor muyuz?	ekşimekVIND1PLPRSPROGPOSINTR
onguncularım	onguncuNNOMPLPSS1S
erkecelimi	erkecelNACCSGPSS1S
ehemmiyetlerinizden	ehemmiyetNABLPLPSS2P
karşılara	karşıNDATPL
dervişlerin	dervişNNOMPLPSS2S
objelerinden	objeNABLSGPSS3P
platformlarından	platformNABLSGPSS3P
pimlerinde	pimNLOCPLPSS2S
büzüğü	büzükNACCSG
yendirtecekler mi?	yendirtmekVIND3PLFUTPOSINTR
ölümsüzleştirirsiniz	ölümsüzleştirmekVIND2PLPRSPOSDECL
isimsizmişsin	isimsizADJLGSPEC1LGSPEC22SGPOSDECL
sonralarda	sonraNLOCPL
gergedanların	gergedanNGENPL
öğreniyor muyum?	öğrenmekVIND1SGPRSPROGPOSINTR
okuyacak mı?	okumakVIND3SGFUTPOSINTR
ayarlanacağım	ayarlanmakVIND1SGFUTPOSDECL
uydularsınız	uyduNLGSPEC12PPLPRS
nükleer kışlarımız	nükleer kışNNOMPLPSS1P
dağımda	dağNLOCSGPSS1S
sıyırmıyorum	sıyırmakVIND1SGPRSPROGNEGDECL
kaderlerim	kaderNNOMPLPSS1S
seçiciler kurulu	seçiciler kuruluNNOMSG
dokunmatik ekranlarına	dokunmatik ekranNDATPLPSS3S
karşılıklarını	karşılıkNACCPLPSS3P
koklamıyor muydun?	koklamakVIND2SGPSTPROGNEGINTR
öldürtmüyordum	öldürtmekVIND1SGPSTPROGNEGDECL
notilusunu	notilusNACCSGPSS3S
reaktörüm	reaktörNNOMSGPSS1S
oğlancıymışız	oğlancıNLGSPEC11PSGLGSPEC2
sıpası	sıpaNNOMSGPSS3S
kolejlerinden	kolejNABLPLPSS3P
katillerini	katilNACCPLPSS3S
sinirlendirmedin mi?	sinirlendirmekVIND2SGPSTNEGINTR
erdemli değiliz	erdemliADJLGSPEC1PRS1PLNEGDECL
tatilin	tatilNGENSG
kullanacağız	kullanmakVIND1PLFUTPOSDECL
bakıcılarını	bakıcıNACCPLPSS3P
dizemi	dizemNNOMSGPSS3S
çobanına	çobanNDATSGPSS2S
kızgın değil misiniz?	kızgınADJLGSPEC1PRS2PLNEGINTR
sesçiliğinde	sesçilikNLOCSGPSS2S
sevişiyorlar mı?	sevişmekVIND3PLPRSPROGPOSINTR
kefallarda	kefalNLOCPL
kapıyordun	kapamakVIND2SGPSTPROGPOSDECL
külotlarından	külotNABLPLPSS3P
düşeslere	düşesNDATPL
komikleşiyorduk	komikleşmekVIND1PLPSTPROGPOSDECL
aynasızmış	aynasızNLGSPEC13SSGLGSPEC2
yongalarının	yongaNGENPLPSS3P
hapsinizin	hapisNGENSGPSS2P
nefes aldırtacaksın	nefes aldırtmakVIND2SGFUTPOSDECL
savaşçımızda	savaşçıNLOCSGPSS1P
katamaranımıza	katamaranNDATSGPSS1P
Cakartalımızı	CakartalıNACCSGPSS1P
unutmuyorlar mıydı?	unutmakVIND3PLPSTPROGNEGINTR
yalıtımımda	yalıtımNLOCSGPSS1S
belimde	belNLOCSGPSS1S
köpük belleğinde	köpük bellekNLOCSGPSS2S
koordinatlardan	koordinatNABLPL
üst kavramlarını	üst kavramNACCPLPSS3P
negatif sayıları	negatif sayıNNOMPLPSS3P
disketlerinize	disketNDATPLPSS2P
elektronik mühendisliğine	elektronik mühendisliğiNDATSG
kipanın	kipaNGENSGPSS2S
karıncamda	karıncaNLOCSGPSS1S
tangalarını	tangaNACCPLPSS3P
papağanlarından	papağanNABLPLPSS3S
savaşmadım mı?	savaşmakVIND1SGPSTNEGINTR
bakıcıların	bakıcıNGENPL
ıslık çaldı mı?	ıslık çalmakVIND3SGPSTPOSINTR
etkiliyordun	etkilemekVIND2SGPSTPROGPOSDECL
tiyatroydun	tiyatroNLGSPEC12SSGPST
ölçmediler	ölçmekVIND3PLPSTNEGDECL
çilimizden	çilNABLSGPSS1P
falcımda	falcıNLOCSGPSS1S
fonksiyonlarında	fonksiyonNLOCPLPSS3P
toplamaz mısın?	toplamakVIND2SGPRSNEGINTR
geğiriyor musunuz?	geğirmekVIND2PLPRSPROGPOSINTR
değişiyor mu?	değişmekVIND3SGPRSPROGPOSINTR
bedevisi	bedeviNNOMSGPSS3S
dolar mıyız?	dolamakVIND1PLPRSPOSINTR
ılımayacak mısın?	ılımakVIND2SGFUTNEGINTR
öldürttük	öldürtmekVIND1PLPSTPOSDECL
nedimeydiler	nedimeNLGSPEC13PSGPST
çakallarını	çakalNACCPLPSS3P
yaratır mıyım?	yaratmakVIND1SGPRSPOSINTR
kameralarda	kameraNLOCPL
yaralarınıza	yaraNDATPLPSS2P
uçacak mıyım?	uçmakVIND1SGFUTPOSINTR
saksafonunuzda	saksafonNLOCSGPSS2P
düzmüyor muydunuz?	düzmekVIND2PLPSTPROGNEGINTR
kokularmışız	kokuNLGSPEC11PPLLGSPEC2
yanıtlarında	yanıtNLOCPLPSS3S
çeyreklerden	çeyrekNABLPL
kesesi	keseNNOMSGPSS3S
açılmadınız	açılmakVIND2PLPSTNEGDECL
eziyetçiler	eziyetçiNLGSPEC13PSGPRS
roket	roketNNOMSG
ağlamıyorlar mıydı?	ağlamakVIND3PLPSTPROGNEGINTR
dergilerde	dergiNLOCPL
optimizasyonınıza	optimizasyonNDATSGPSS2P
tanıdım	tanımakVIND1SGPSTPOSDECL
kardeşlerin	kardeşNGENPL
örüyordum	örmekVIND1SGPSTPROGPOSDECL
hayalî arkadaşlarına	hayalî arkadaşNDATPLPSS3S
mantıklı mıymışız?	mantıklıADJLGSPEC1LGSPEC21PLPOSINTR
öğütür müsün?	öğütmekVIND2SGPRSPOSINTR
seslenmiyorlar	seslenmekVIND3PLPRSPROGNEGDECL
samankapanı	samankapanNACCSG
karmaşık sayılarımızdan	karmaşık sayıNABLPLPSS1P
genel kültürlerimizden	genel kültürNABLPLPSS1P
kıroda	kıroNLOCSG
çıkmıyor muyduk?	çıkmakVIND1PLPSTPROGNEGINTR
fırınımızdan	fırınNABLSGPSS1P
şeriatleri	şeriatNACCPL
askılarından	askıNABLPLPSS2S
odaklarımın	odakNGENPLPSS1S
kefalın	kefalNNOMSGPSS2S
karakterlerine	karakterNDATPLPSS2S
mektuplarım	mektupNNOMPLPSS1S
kaplanları	kaplanNNOMPLPSS3S
süslerini	süsNACCPLPSS2S
bele	belNDATSG
dirilmedin	dirilmekVIND2SGPSTNEGDECL
sürüngeninden	sürüngenNABLSGPSS3S
sakızlarından	sakızNABLSGPSS3P
geçmişimde	geçmişNLOCSGPSS1S
mesafede	mesafeNLOCSG
gündöndümüz	gündöndüNNOMSGPSS1P
finallerimiz	finalNNOMPLPSS1P
demlemezler	demlemekVIND3PLPRSNEGDECL
yıpranıyorlar mı?	yıpranmakVIND3PLPRSPROGPOSINTR
köpekten	köpekNABLSG
girdin	girmekVIND2SGPSTPOSDECL
bülbüllerinizin	bülbülNGENPLPSS2P
çalışmayacak mıyız?	çalışmakVIND1PLFUTNEGINTR
çalgıcı	çalgıcıNLGSPEC13SSGPRS
taştınız mı?	taşmakVIND2PLPSTPOSINTR
parçalarını	parçaNACCPLPSS3P
çıkardınız mı?	çıkarmakVIND2PLPSTPOSINTR
başlangıçlarına	başlangıçNDATPLPSS3S
aşiretimizi	aşiretNACCSGPSS1P
örneklermişsin	örnekNLGSPEC12SPLLGSPEC2
bankadan	bankaNABLSG
öfkelendirmeyeceğim	öfkelendirmekVIND1SGFUTNEGDECL
yeniliklerimin	yenilikNGENPLPSS1S
mumların	mumNGENPL
taraklara	tarakNDATPL
fareymişiz	fareNLGSPEC11PSGLGSPEC2
ceylanımızı	ceylanNACCSGPSS1P
ritimlerimiz	ritimNNOMPLPSS1P
hatayız	hataNLGSPEC11PSGPRS
erkeceylerimizi	erkeceyNACCPLPSS1P
nosyonunun	nosyonNGENSGPSS2S
askerlerinizden	askerNABLPLPSS2P
esenliklerimde	esenlikNLOCPLPSS1S
sağrılarınıza	sağrıNDATPLPSS2P
doymaz mıyım?	doymakVIND1SGPRSNEGINTR
yardımcılıktınız	yardımcılıkNLGSPEC12PSGPST
kıllıkların	kıllıkNNOMPLPSS2S
gazetemizde	gazeteNLOCSGPSS1P
oltalarmışsın	oltaNLGSPEC12SPLLGSPEC2
avcılara	avcıNDATPL
kolikanızdan	kolikaNABLSGPSS2P
şaşırttırır	şaşırttırmakVIND3SGPRSPOSDECL
klatratların	klatratNGENPL
ürüdük mü?	ürümekVIND1PLPSTPOSINTR
üremez miyim?	üremekVIND1SGPRSNEGINTR
coşkun	coşkuNNOMSGPSS2S
gelen gidenlerinde	gelen gidenNLOCSGPSS3P
irkeyellerimde	irkeyelNLOCPLPSS1S
düzmüyor musun?	düzmekVIND2SGPRSPROGNEGINTR
öneminde	önemNLOCSGPSS3S
yığmıyorlar mıydı?	yığmakVIND3PLPSTPROGNEGINTR
bazaltlarımda	bazaltNLOCPLPSS1S
belirtisiz ad tamlamasında	belirtisiz ad tamlamasıNLOCSG
gazellersin	gazelNLGSPEC12SPLPRS
emlakçılarına	emlakçıNDATPLPSS2S
tıklamaz mı?	tıklamakVIND3SGPRSNEGINTR
Abu Dabililerinizi	Abu DabiliNACCPLPSS2P
analitik geometrimizden	analitik geometriNABLSGPSS1P
gri kedimizi	gri kediNACCSGPSS1P
bileceğim	bilmekVIND1SGFUTPOSDECL
dervişlerinizi	dervişNACCPLPSS2P
kozlarında	kozNLOCPLPSS3P
perilerin	periNNOMPLPSS2S
zamlarını	zamNACCPLPSS3S
yardımseverliğinden	yardımseverlikNABLSGPSS2S
ovmazsınız	ovmakVIND2PLPRSNEGDECL
jöleleri	jöleNACCPL
kertenkeleleri	kertenkeleNACCPL
abadilerinin	abadiNGENPLPSS3S
ayarlatıyor	ayarlatmakVIND3SGPRSPROGPOSDECL
kardeleninin	kardelenNGENSGPSS3S
yendirdiniz	yendirmekVIND2PLPSTPOSDECL
öğreniyorlardı	öğrenmekVIND3PLPSTPROGPOSDECL
bitirttirmiyor mu?	bitirttirmekVIND3SGPRSPROGNEGINTR
günleri	günNNOMPLPSS3S
karadan havaya füzelerine	karadan havaya füzeNDATPLPSS3P
yavrularmışım	yavruNLGSPEC11SPLLGSPEC2
körfezi	körfezNNOMSGPSS3S
sattırtırıyorlar	sattırtmakVIND3PLPRSPROGPOSDECL
tükeniyor muydun?	tükenmekVIND2SGPSTPROGPOSINTR
sabanımızda	sabanNLOCSGPSS1P
tanışıyorduk	tanışmakVIND1PLPSTPROGPOSDECL
sektiler	sekmekVIND3PLPSTPOSDECL
barbar değildin	barbarADJLGSPEC1PST2SGNEGDECL
üstverilerinin	üstveriNGENPLPSS2S
derdik mi?	dermekVIND1PLPSTPOSINTR
pırasayım	pırasaNLGSPEC11SSGPRS
ateşe vermeyecek miyiz?	ateşe vermekVIND1PLFUTNEGINTR
bokumuzda	bokNLOCSGPSS1P
klavyelerdin	klavyeNLGSPEC12SPLPST
nargilelerimden	nargileNABLPLPSS1S
limonatayı	limonataNACCSG
işitmez miyim?	işitmekVIND1SGPRSNEGINTR
kalbini	kalpNACCSGPSS3S
fitillerimden	fitilNABLPLPSS1S
damatlığınızın	damatlıkNGENSGPSS2P
sinüsü	sinüsNACCSG
yendirmeyecek	yendirmekVIND3SGFUTNEGDECL
ayvazlarımın	ayvazNGENPLPSS1S
ovuyor muydunuz?	ovmakVIND2PLPSTPROGPOSINTR
ibneliği	ibnelikNNOMSGPSS3S
kirletirler mi?	kirletmekVIND3PLPRSPOSINTR
paşaymışız	paşaNLGSPEC11PSGLGSPEC2
kibutzı	kibutzNACCSG
lehçelerinde	lehçeNLOCSGPSS3P
imamları	imamNACCPL
tayfalarımızda	tayfaNLOCPLPSS1P
yöreleri	yöreNNOMSGPSS3P
topu	topNACCSG
hissi	hisNNOMSGPSS3S
alyanından	alyanNABLSGPSS3S
palikaryamın	palikaryaNGENSGPSS1S
nişanlından	nişanlıNABLSGPSS2S
kötüleştiniz mi?	kötüleşmekVIND2PLPSTPOSINTR
neşriyatınızın	neşriyatNGENSGPSS2P
genel bilgilerinin	genel bilgiNGENPLPSS2S
mancınığıma	mancınıkNDATSGPSS1S
hareketsizliklerinizi	hareketsizlikNACCPLPSS2P
dış iskeletine	dış iskeletNDATSGPSS3S
taneleriniz	taneNNOMPLPSS2P
malımızı	malNACCSGPSS1P
buzukisi	buzukiNNOMSGPSS3S
örneklerimize	örnekNDATPLPSS1P
vekillerdi	vekilNLGSPEC13SPLPST
göğüslerin	göğüsNNOMPLPSS2S
saklanmazlar mı?	saklanmakVIND3PLPRSNEGINTR
barajı	barajNACCSG
sahifelerinden	sahifeNABLPLPSS3S
kaydedicilerimde	kaydediciNLOCPLPSS1S
demlimeyecek misin?	demlemekVIND2SGFUTNEGINTR
marullarının	marulNGENPLPSS3S
sihirli misin?	sihirliADJLGSPEC1PRS2SGPOSINTR
öğrenirim	öğrenmekVIND1SGPRSPOSDECL
ninnimin	ninniNGENSGPSS1S
katlarımızın	katNGENPLPSS1P
ojelerimiz	ojeNNOMPLPSS1P
modelinizin	modelNGENSGPSS2P
aldırmaz mısın?	aldırmakVIND2SGPRSNEGINTR
çökerticilerinden	çökerticiNABLPLPSS3S
mikrofiberlerim	mikrofiberNNOMPLPSS1S
can vermeyecek misin?	can vermekVIND2SGFUTNEGINTR
köylülermişsin	köylüNLGSPEC12SPLLGSPEC2
üstesinden gelmiyor muydu?	üstesinden gelmekVIND3SGPSTPROGNEGINTR
canlanılmıyor muydum?	canlanılmakVIND1SGPSTPROGNEGINTR
notilusuma	notilusNDATSGPSS1S
kaltağımı	kaltakNACCSGPSS1S
bineklerin	binekNNOMPLPSS2S
eğleniyor muyum?	eğlenmekVIND1SGPRSPROGPOSINTR
aletinin	aletNGENSGPSS2S
mantiyim	mantiNLGSPEC11SSGPRS
referansınızın	referansNGENSGPSS2P
yanıtımızda	yanıtNLOCSGPSS1P
süslermiş	süsNLGSPEC13PPLLGSPEC2
çiçenin	çiçeNGENSGPSS2S
sıçanlarmışız	sıçanNLGSPEC11PPLLGSPEC2
bluzlunda	bluzluNLOCSGPSS2S
öğreniyor muydunuz?	öğrenmekVIND2PLPSTPROGPOSINTR
ritmlerinden	ritmNABLPLPSS3S
rahiplermiş	rahipNLGSPEC13SPLLGSPEC2
sınıyor muyum?	sınamakVIND1SGPRSPROGPOSINTR
tütmüyor musunuz?	tütmekVIND2PLPRSPROGNEGINTR
içeriyorsunuz	içermekVIND2PLPRSPROGPOSDECL
yönlerim	yönNLGSPEC11SPLPRS
yıkamadılar mı?	yıkamakVIND3PLPSTNEGINTR
manitalarına	manitaNDATPLPSS3P
vişnem	vişneNNOMSGPSS1S
birleşik sözcüklere	birleşik sözcükNDATPL
tipografilerinden	tipografiNABLPLPSS3S
oyalamıyor muydu?	oyalamakVIND3SGPSTPROGNEGINTR
endokrin sisteme	endokrin sistemNDATSG
verilmiyorsun	verilmekVIND2SGPRSPROGNEGDECL
kusuyorum	kusmakVIND1SGPRSPROGPOSDECL
marullarında	marulNLOCPLPSS3P
oğlancılarmışsınız	oğlancıNLGSPEC12PPLLGSPEC2
büyücüydüm	büyücüNLGSPEC11SSGPST
toprak oluyorlar mı?	toprak olmakVIND3PLPRSPROGPOSINTR
sera etkilerine	sera etkisiNDATPL
sempozyum	sempozyumNNOMSG
yenici deyiminden	yenici deyimNABLSGPSS2S
güvenmiyoruz	güvenmekVIND1PLPRSPROGNEGDECL
seçmelerinde	seçmeNLOCPLPSS3P
canlandırmadık	canlandırmamakVIND1PLPSTNEGDECL
kilere	kilerNDATSG
demircilerden	demirciNABLPL
balinalarımız	balinaNNOMPLPSS1P
bohçalarmışız	bohçaNLGSPEC11PPLLGSPEC2
hareket etiyordum	hareket etmekVIND1SGPSTPROGPOSDECL
taykonotsun	taykonotNLGSPEC12SSGPRS
cızlamı çekecekler mi?	cızlamı çekmekVIND3PLFUTPOSINTR
parasızlığında	parasızlıkNLOCSGPSS2S
ateşinin	ateşNGENSGPSS2S
sınıfın	sınıfNNOMSGPSS2S
kazıyor muyum?	kazımakVIND1SGPRSPROGPOSINTR
kuyruklu yıldızları	kuyruklu yıldızNNOMPLPSS3P
salıncaklarının	salıncakNGENPLPSS3P
canlandırıyor muydu?	canlandırmakVIND3SGPSTPROGPOSINTR
ilklendirmelerdin	ilklendirmeNLGSPEC12SPLPST
tandırınızdan	tandırNABLSGPSS2P
sinematograflarında	sinematografNLOCPLPSS3P
sonsuzunu	sonsuzNACCSGPSS3S
planetler	planetNNOMPL
gecikmeyecek misin?	gecikmekVIND2SGFUTNEGINTR
zartayı çekmez misiniz?	zartayı çekmekVIND2PLPRSNEGINTR
mühimliği	mühimlikNACCSG
okulları	okulNNOMPLPSS3S
hataymışsınız	hataNLGSPEC12PSGLGSPEC2
vekilin	vekilNGENSG
bükmelerinize	bükmeNDATPLPSS2P
kediciğinde	kedicikNLOCSGPSS2S
tepkimelerimizde	tepkimeNLOCPLPSS1P
yıkıyor muyum?	yıkmakVIND1SGPRSPROGPOSINTR
totemcilerinden	totemciNABLSGPSS3P
ölçmüyoruz	ölçmekVIND1PLPRSPROGNEGDECL
yıkmadınız mı?	yıkmakVIND2PLPSTNEGINTR
iffetine	iffetNDATSGPSS3S
açmadım mı?	açmakVIND1SGPSTNEGINTR
piskoposum	piskoposNNOMSGPSS1S
şafağıma	şafakNDATSGPSS1S
bakımsızdı	bakımsızADJLGSPEC1PST3SGPOSDECL
gücenirim	gücenmekVIND1SGPRSPOSDECL
yörekentimin	yörekentNGENSGPSS1S
tarifleriniz	tarifNNOMPLPSS2P
söküyor mu?	sökmekVIND3SGPRSPROGPOSINTR
şaşılmaz mı?	şaşılmakVIND3SGPRSNEGINTR
filmimden	filmNABLSGPSS1S
turşularınız	turşuNNOMPLPSS2P
tütsünüzde	tütsüNLOCSGPSS2P
bilmeyecek miyim?	bilmekVIND1SGFUTNEGINTR
erirsiniz	erimekVIND2PLPRSPOSDECL
dürümü	dürümNACCSG
böreklerimizde	börekNLOCPLPSS1P
bilyeydin	bilyeNLGSPEC12SSGPST
kazmamdan	kazmaNABLSGPSS1S
saklanıyor muyum?	saklanmakVIND1SGPRSPROGPOSINTR
aktrisinde	aktrisNLOCSGPSS3S
âmâymışlar	âmâNLGSPEC13PSGLGSPEC2
kıyamete	kıyametNDATSG
ininizde	inNLOCSGPSS2P
