rahatlattı	rahatla+Verb^DB+Verb+Caus+Pos+Past+A3sg
anlayamadığım	anla+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P1sg
çağırdığım	çağır+Verb+Pos^DB+Adj+PastPart+P1sg
boynundaki	boyun+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
organik	organik+Adj
almaz	al+Verb+Neg^DB+Adj+AorPart
düzenli	düzen+Noun+A3sg+Pnon+Nom^DB+Adj+With
yaptığınız	yap+Verb+Pos^DB+Adj+PastPart+P2pl
büyüdüğüm	büyü+Verb+Pos^DB+Adj+PastPart+P1sg
şaşıran	şaşır+Verb+Pos^DB+Adj+PresPart
çocuksu	çocuksu+Adj
sızlayan	sızla+Verb+Pos^DB+Adj+PresPart
bilinçsiz	bilinç+Noun+A3sg+Pnon+Nom^DB+Adj+Without
dolaştığım	dolaş+Verb+Pos^DB+Adj+PastPart+P1sg
boşalan	boşal+Verb+Pos^DB+Adj+PresPart
açamadığı	aç+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
alınan	alın+Verb+Pos^DB+Adj+PresPart
sıcacık	sıcacık+Adj
sıkkın	sıkkın+Adj
telaşlı	telaş+Noun+A3sg+Pnon+Nom^DB+Adj+With
sevmediği	sev+Verb+Neg^DB+Adj+PastPart+P3sg
döndüğüm	dön+Verb+Pos^DB+Adj+PastPart+P1sg
mahzun	mahzun+Adj
uğrayan	uğra+Verb+Pos^DB+Adj+PresPart
olduğunuz	ol+Verb+Pos^DB+Adj+PastPart+P2pl
umduğu	um+Verb+Pos^DB+Adj+PastPart+P3sg
önemseyen	önemse+Verb+Pos^DB+Adj+PresPart
besleyen	besle+Verb+Pos^DB+Adj+PresPart
ulaşmayan	ulaş+Verb+Neg^DB+Adj+PresPart
mezun	mezun+Adj
uygulayacak	uygula+Verb+Pos^DB+Adj+FutPart+Pnon
süreli	süre+Noun+A3sg+Pnon+Nom^DB+Adj+With
yaşamındaki	yaşam+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
korunabilen	koru+Verb^DB+Verb+Pass+Pos^DB+Verb+Able^DB+Adj+PresPart
düşünülen	düşün+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
alanındaki	alan+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
mesleki	mesleki+Adj
uğraşan	uğraş+Verb+Pos^DB+Adj+PresPart
soyut	soyut+Adj
sonrasındaki	sonra+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
emekli	emekli+Adj
yakınlarındaki	yakın+Noun+A3pl+P3sg+Loc^DB+Adj+Rel
uçsuz	uç+Noun+A3sg+Pnon+Nom^DB+Adj+Without
bucaksız	bucak+Noun+A3sg+Pnon+Nom^DB+Adj+Without
tepesindeki	tepe+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
resimli	resim+Noun+A3sg+Pnon+Nom^DB+Adj+With
yaldızlı	yaldız+Noun+A3sg+Pnon+Nom^DB+Adj+With
şapkalı	şapka+Noun+A3sg+Pnon+Nom^DB+Adj+With
kürk	kürk+Adj
atkılı	atkı+Noun+A3sg+Pnon+Nom^DB+Adj+With
düzensiz	düzen+Noun+A3sg+Pnon+Nom^DB+Adj+Without
kazanamayan	kazan+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
samimiyetsiz	samimiyet+Noun+A3sg+Pnon+Nom^DB+Adj+Without
anlayamadığı	anla+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
başlı	baş+Noun+A3sg+Pnon+Nom^DB+Adj+With
konuşulan	konuş+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
oynatacak	oyna+Verb^DB+Verb+Caus+Pos^DB+Adj+FutPart+Pnon
acele	acele+Adj
zinde	zinde+Adj
görevli	görev+Noun+A3sg+Pnon+Nom^DB+Adj+With
kayıtsız	kayıtsız+Adj
şartsız	şart+Noun+A3sg+Pnon+Nom^DB+Adj+Without
sesindeki	ses+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
mantıklı	mantık+Noun+A3sg+Pnon+Nom^DB+Adj+With
bugünkü	bugün+Noun+A3sg+Pnon+Nom^DB+Adj+Rel
olamadığı	ol+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
minik	minik+Adj
uyuşuk	uyuşuk+Adj
kestiremediği	kes+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
duyarlı	duyarlı+Adj
akıllıca	akıllıca+Adj
gizleyen	gizle+Verb+Pos^DB+Adj+PresPart
kurcalayan	kurcala+Verb+Pos^DB+Adj+PresPart
kabarık	kabarık+Adj
tutturduğu	tut+Verb^DB+Verb+Caus+Pos^DB+Adj+PastPart+P3sg
karşılandığı	karşıla+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
düzenbaz	düzenbaz+Adj
korktuğu	kork+Verb+Pos^DB+Adj+PastPart+P3sg
çekmeyen	çek+Verb+Neg^DB+Adj+PresPart
yandaki	yan+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
cilalı	cila+Noun+A3sg+Pnon+Nom^DB+Adj+With
gergin	gergin+Adj
kaldığımız	kal+Verb+Pos^DB+Adj+PastPart+P1pl
zamanlardaki	zaman+Noun+A3pl+Pnon+Loc^DB+Adj+Rel
söyleyeceği	söyle+Verb+Pos^DB+Adj+FutPart+P3sg
kısmındaki	kısım+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
hışırdayan	hışırda+Verb+Pos^DB+Adj+PresPart
kapandığı	kapa+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
karşılaşan	karşılaş+Verb+Pos^DB+Adj+PresPart
yapışkan	yapışkan+Adj
onca	on+Num+Card^DB+Adj+AsIf
kilitteki	kilit+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
kalktığı	kalk+Verb+Pos^DB+Adj+PastPart+P3sg
gözükmeyecek	gözük+Verb+Neg^DB+Adj+FutPart+Pnon
seyrek	seyrek+Adj
karşıdaki	karşı+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
kaybetmeyen	kaybet+Verb+Neg^DB+Adj+PresPart
çalışamayacak	çalış+Verb^DB+Verb+Able+Neg^DB+Adj+FutPart+Pnon
geçmişteki	geçmiş+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
kazandıkları	kazan+Verb+Pos^DB+Adj+PastPart+P3pl
seyyar	seyyar+Adj
insanüstü	insanüstü+Adj
kaynaklanacak	kaynakla+Verb^DB+Verb+Pass+Pos^DB+Adj+FutPart+Pnon
firmadaki	firma+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
tereddütsüz	tereddüt+Noun+A3sg+Pnon+Nom^DB+Adj+Without
sahanlıktaki	sahan+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Loc^DB+Adj+Rel
gözüken	gözük+Verb+Pos^DB+Adj+PresPart
anlamsız	anlam+Noun+A3sg+Pnon+Nom^DB+Adj+Without
devrilen	devir+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
engelleyecek	engelle+Verb+Pos^DB+Adj+FutPart+Pnon
öldürücü	öl+Verb^DB+Verb+Caus+Pos^DB+Adj+Agt
etmediği	et+Verb+Neg^DB+Adj+PastPart+P3sg
çıkarttığı	çık+Verb^DB+Verb+Caus^DB+Verb+Caus+Pos^DB+Adj+PastPart+P3sg
salim	salim+Adj
geçemeyecek	geç+Verb^DB+Verb+Able+Neg^DB+Adj+FutPart+Pnon
kafasındaki	kafa+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
alaca	alaca+Adj
beceriksizce	becerik+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Adj+AsIf
yüzdüğü	yüz+Verb+Pos^DB+Adj+PastPart+P3sg
şekerli	şeker+Noun+A3sg+Pnon+Nom^DB+Adj+With
hırpalanmış	hırpala+Verb^DB+Verb+Pass+Pos^DB+Adj+NarrPart
uzaklaştıkları	uzak+Adj^DB+Verb+Become+Pos^DB+Adj+PastPart+P3pl
sığamayacak	sığ+Verb^DB+Verb+Able+Neg^DB+Adj+FutPart+Pnon
anlayışlı	anlayış+Noun+A3sg+Pnon+Nom^DB+Adj+With
katlanılabilir	katlan+Verb^DB+Verb+Pass+Pos^DB+Verb+Able^DB+Adj+AorPart
olamayan	ol+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
dokunmadığı	dokun+Verb+Neg^DB+Adj+PastPart+P3sg
almayan	al+Verb+Neg^DB+Adj+PresPart
aşikar	aşikar+Adj
kurtarabildiği	kurtar+Verb+Pos^DB+Verb+Able^DB+Adj+PastPart+P3sg
yöndeki	yön+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
sevinen	sevin+Verb+Pos^DB+Adj+PresPart
çalabilen	çal+Verb+Pos^DB+Verb+Able^DB+Adj+PresPart
ekstra	ekstra+Adj
kaldığı	kal+Verb+Pos^DB+Adj+PastPart+P3sg
dokunulmayan	doku+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
kapılan	kap+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
sağladığı	sağla+Verb+Pos^DB+Adj+PastPart+P3sg
astımlı	astım+Noun+A3sg+Pnon+Nom^DB+Adj+With
gezinen	gezin+Verb+Pos^DB+Adj+PresPart
filizlendirdiği	filiz+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Adj+PastPart+P3sg
takılan	takıl+Verb+Pos^DB+Adj+PresPart
birleştikleri	birleş+Verb+Pos^DB+Adj+PastPart+P3pl
içteki	iç+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
kavrar	kavra+Verb+Pos^DB+Adj+AorPart
örtecek	ört+Verb+Pos^DB+Adj+FutPart+Pnon
çocukça	çocukça+Adj
yaşlarındaki	yaş+Noun+A3pl+P3sg+Loc^DB+Adj+Rel
korkan	kork+Verb+Pos^DB+Adj+PresPart
bomboş	bomboş+Adj
dilediği	dile+Verb+Pos^DB+Adj+PastPart+P3sg
özlediği	özle+Verb+Pos^DB+Adj+PastPart+P3sg
geçiremediği	geç+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
kadersiz	kader+Noun+A3sg+Pnon+Nom^DB+Adj+Without
dopdolu	dopdolu+Adj
birleşeceğimiz	birleş+Verb+Pos^DB+Adj+FutPart+P1pl
olmadığınız	ol+Verb+Neg^DB+Adj+PastPart+P2pl
tertemiz	tertemiz+Adj
bilemediğim	bil+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P1sg
düşünülecek	düşün+Verb^DB+Verb+Pass+Pos^DB+Adj+FutPart+Pnon
yaralayan	yarala+Verb+Pos^DB+Adj+PresPart
dolaştıran	dolaş+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
içimizdeki	iç+Noun+A3sg+P1pl+Loc^DB+Adj+Rel
katan	kat+Verb+Pos^DB+Adj+PresPart
ağırlaştıran	ağır+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Adj+PresPart
çın	çın+Adj
bulan	bul+Verb+Pos^DB+Adj+PresPart
şakrak	şakrak+Adj
çınlayan	çınla+Verb+Pos^DB+Adj+PresPart
tok	tok+Adj
ölçülü	ölçü+Noun+A3sg+Pnon+Nom^DB+Adj+With
yersiz	yersiz+Adj
muhtemel	muhtemel+Adj
şiddetlenen	şiddet+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Adj+PresPart
serdiğim	ser+Verb+Pos^DB+Adj+PastPart+P1sg
gönderdiğiniz	gönder+Verb+Pos^DB+Adj+PastPart+P2pl
açıcı	aç+Verb+Pos^DB+Adj+Agt
sorduğum	sor+Verb+Pos^DB+Adj+PastPart+P1sg
daldığım	dal+Verb+Pos^DB+Adj+PastPart+P1sg
gözlerindeki	göz+Noun+A3pl+P3sg+Loc^DB+Adj+Rel
dediğiniz	de+Verb+Pos^DB+Adj+PastPart+P2pl
açıkladıkları	açıkla+Verb+Pos^DB+Adj+PastPart+P3pl
çalıştığım	çalış+Verb+Pos^DB+Adj+PastPart+P1sg
mahir	mahir+Adj
buluştuğumuz	buluş+Verb+Pos^DB+Adj+PastPart+P1pl
duymadığım	duy+Verb+Neg^DB+Adj+PastPart+P1sg
sorulan	sor+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
sihirli	sihir+Noun+A3sg+Pnon+Nom^DB+Adj+With
içli	içli+Adj
perişan	perişan+Adj
kıracak	kır+Verb+Pos^DB+Adj+FutPart+Pnon
gaddarca	gaddarca+Adj
zalimce	zalim+Adj^DB+Adj+AsIf
duyarsız	duyarsız+Adj
riyasız	riya+Noun+A3sg+Pnon+Nom^DB+Adj+Without
katlandığınız	katla+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P2pl
söyleyeceğiniz	söyle+Verb+Pos^DB+Adj+FutPart+P2pl
karşınızdaki	karşı+Noun+A3sg+P2pl+Loc^DB+Adj+Rel
beklemediğim	bekle+Verb+Neg^DB+Adj+PastPart+P1sg
harap	harap+Adj
boşanan	boşa+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
çektiğiniz	çek+Verb+Pos^DB+Adj+PastPart+P2pl
direnen	diren+Verb+Pos^DB+Adj+PresPart
savaşan	savaş+Verb+Pos^DB+Adj+PresPart
artakalan	art+Verb+Pos^DB+Verb+Stay^DB+Adj+PresPart
otobiyografik	otobiyografik+Adj
görülecek	gör+Verb^DB+Verb+Pass+Pos^DB+Adj+FutPart+Pnon
radikal	radikal+Adj
ettikleri	et+Verb+Pos^DB+Adj+PastPart+P3pl
edebi	edebi+Adj
ülkelerdeki	ülke+Noun+A3pl+Pnon+Loc^DB+Adj+Rel
kültürlü	kültür+Noun+A3sg+Pnon+Nom^DB+Adj+With
kazandıracak	kazan+Verb^DB+Verb+Caus+Pos^DB+Adj+FutPart+Pnon
yadsıyan	yadsı+Verb+Pos^DB+Adj+PresPart
soylu	soy+Noun+A3sg+Pnon+Nom^DB+Adj+With
karşılıklı	karşılık+Noun+A3sg+Pnon+Nom^DB+Adj+With
okuyan	oku+Verb+Pos^DB+Adj+PresPart
egemen	egemen+Adj
bütünleyen	bütünle+Verb+Pos^DB+Adj+PresPart
bölümündeki	bölüm+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
aşılayan	aşıla+Verb+Pos^DB+Adj+PresPart
cinsel	cinsel+Adj
ahlaksal	ahlaksal+Adj
açmayacak	aç+Verb+Neg^DB+Adj+FutPart+Pnon
aydınlatan	aydınlat+Verb+Pos^DB+Adj+PresPart
okunan	oku+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
sürüklendiği	sürükle+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
kıvranan	kıvran+Verb+Pos^DB+Adj+PresPart
gözündeki	göz+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
durdukları	dur+Verb+Pos^DB+Adj+PastPart+P3pl
bahçelerdeki	bahçe+Noun+A3pl+Pnon+Loc^DB+Adj+Rel
ısınan	ısın+Verb+Pos^DB+Adj+PresPart
bahşettiği	bahşet+Verb+Pos^DB+Adj+PastPart+P3sg
çağıran	çağır+Verb+Pos^DB+Adj+PresPart
cezaevindeki	cezaevi+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
aldırdığı	aldır+Verb+Pos^DB+Adj+PastPart+P3sg
kokan	kok+Verb+Pos^DB+Adj+PresPart
ıztıraplı	ıztırap+Noun+A3sg+Pnon+Nom^DB+Adj+With
koridordaki	koridor+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
koşuşturan	koşuş+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
giydikleri	giy+Verb+Pos^DB+Adj+PastPart+P3pl
şehla	şehla+Adj
silahlı	silah+Noun+A3sg+Pnon+Nom^DB+Adj+With
yanaklı	yanak+Noun+A3sg+Pnon+Nom^DB+Adj+With
sokaktaki	sokak+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
evlenmemiş	evlen+Verb+Neg^DB+Adj+NarrPart
gayrimeşru	gayrimeşru+Adj
dövdüğü	döv+Verb+Pos^DB+Adj+PastPart+P3sg
varan	var+Verb+Pos^DB+Adj+PresPart
işleten	işle+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
tecrübeli	tecrübe+Noun+A3sg+Pnon+Nom^DB+Adj+With
çileli	çile+Noun+A3sg+Pnon+Nom^DB+Adj+With
cazip	cazip+Adj
döşeli	döşeli+Adj
taşındığı	taşı+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
içen	iç+Verb+Pos^DB+Adj+PresPart
şehirdeki	şehir+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
çektiren	çek+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
koydukları	koy+Verb+Pos^DB+Adj+PastPart+P3pl
gözalıcı	gözalıcı+Adj
yaşandığı	yaşa+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
saçık	saçık+Adj
işledikleri	işle+Verb+Pos^DB+Adj+PastPart+P3pl
sürükleyen	sürükle+Verb+Pos^DB+Adj+PresPart
yaklaştığı	yaklaş+Verb+Pos^DB+Adj+PastPart+P3sg
yakasındaki	yaka+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
itibarlı	itibar+Noun+A3sg+Pnon+Nom^DB+Adj+With
oluşan	oluş+Verb+Pos^DB+Adj+PresPart
bitişik	bitişik+Adj
adaleli	adale+Noun+A3sg+Pnon+Nom^DB+Adj+With
ütülü	ütü+Noun+A3sg+Pnon+Nom^DB+Adj+With
dalgalı	dalga+Noun+A3sg+Pnon+Nom^DB+Adj+With
açılabilen	aç+Verb^DB+Verb+Pass+Pos^DB+Verb+Able^DB+Adj+PresPart
öldüğü	öl+Verb+Pos^DB+Adj+PastPart+P3sg
imalı	ima+Noun+A3sg+Pnon+Nom^DB+Adj+With
bahsettiğimiz	bahset+Verb+Pos^DB+Adj+PastPart+P1pl
alamadığınız	al+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P2pl
siyasi	siyasi+Adj
rahmetli	rahmetli+Adj
kiraladığımız	kirala+Verb+Pos^DB+Adj+PastPart+P1pl
uğraştığım	uğraş+Verb+Pos^DB+Adj+PastPart+P1sg
gitmeyen	git+Verb+Neg^DB+Adj+PresPart
sürülen	sür+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
inandığı	inan+Verb+Pos^DB+Adj+PastPart+P3sg
dönemindeki	dönem+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
ordudaki	ordu+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
ayrıldığı	ayır+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
ebatlardaki	ebat+Noun+A3pl+Pnon+Loc^DB+Adj+Rel
çeviren	çevir+Verb+Pos^DB+Adj+PresPart
sorduğu	sor+Verb+Pos^DB+Adj+PastPart+P3sg
cevapsız	cevap+Noun+A3sg+Pnon+Nom^DB+Adj+Without
ahlaklı	ahlak+Noun+A3sg+Pnon+Nom^DB+Adj+With
amaçsız	amaç+Noun+A3sg+Pnon+Nom^DB+Adj+Without
esrarengiz	esrarengiz+Adj
olumlu	olumlu+Adj
gerektiği	gerek+Verb+Pos^DB+Adj+PastPart+P3sg
aleyhindeki	aleyh+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
işlenmiş	işle+Verb^DB+Verb+Pass+Pos^DB+Adj+NarrPart
nazır	nazır+Adj
jandarmasız	jandarma+Noun+A3sg+Pnon+Nom^DB+Adj+Without
gerçekleştiremediği	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
kavuşan	kavuş+Verb+Pos^DB+Adj+PresPart
menkul	menkul+Adj
kaybolan	kaybol+Verb+Pos^DB+Adj+PresPart
saptıkları	sap+Verb+Pos^DB+Adj+PastPart+P3pl
giyen	giy+Verb+Pos^DB+Adj+PresPart
dayalı	dayalı+Adj
dönük	dönük+Adj
naçiz	naçiz+Adj
açtığınız	aç+Verb+Pos^DB+Adj+PastPart+P2pl
belirten	belir+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
müteveffa	müteveffa+Adj
bulunduğunuz	bul+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P2pl
benimsediğiniz	benimse+Verb+Pos^DB+Adj+PastPart+P2pl
taşıdığınız	taşı+Verb+Pos^DB+Adj+PastPart+P2pl
tutuşturan	tutuş+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
cüsseli	cüsse+Noun+A3sg+Pnon+Nom^DB+Adj+With
toplayan	topla+Verb+Pos^DB+Adj+PresPart
oynadıkları	oyna+Verb+Pos^DB+Adj+PastPart+P3pl
devimsi	dev+Noun+A3sg+Pnon+Nom^DB+Adj+JustLike
zehirli	zehir+Noun+A3sg+Pnon+Nom^DB+Adj+With
beslediğiniz	besle+Verb+Pos^DB+Adj+PastPart+P2pl
tedbirsizce	tedbir+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Adj+AsIf
harcadığınız	harca+Verb+Pos^DB+Adj+PastPart+P2pl
kıyısındaki	kıyı+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
önümdeki	ön+Noun+A3sg+P1sg+Loc^DB+Adj+Rel
beğendiğim	beğen+Verb+Pos^DB+Adj+PastPart+P1sg
parmağındaki	parmak+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
kovalayan	kovala+Verb+Pos^DB+Adj+PresPart
sürüklediği	sürükle+Verb+Pos^DB+Adj+PastPart+P3sg
konduğu	kon+Verb+Pos^DB+Adj+PastPart+P3sg
yarayan	yara+Verb+Pos^DB+Adj+PresPart
kuşkulanılan	kuşku+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Pass+Pos^DB+Adj+PresPart
camlı	cam+Noun+A3sg+Pnon+Nom^DB+Adj+With
saygılı	saygı+Noun+A3sg+Pnon+Nom^DB+Adj+With
gördüğümüz	gör+Verb+Pos^DB+Adj+PastPart+P1pl
karşısındaki	karşı+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
ayıran	ayır+Verb+Pos^DB+Adj+PresPart
tutarlı	tutarlı+Adj
bilgisayardaki	bilgisayar+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
yerel	yerel+Adj
görüntülenen	görüntüle+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
takılı	takı+Noun+A3sg+Pnon+Nom^DB+Adj+With
kullandığınız	kullan+Verb+Pos^DB+Adj+PastPart+P2pl
gerektiren	gerek+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
açıklayan	açıkla+Verb+Pos^DB+Adj+PresPart
yaygın	yaygın+Adj
ayarlayan	ayarla+Verb+Pos^DB+Adj+PresPart
toplantıdaki	toplantı+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
ayarladığım	ayarla+Verb+Pos^DB+Adj+PastPart+P1sg
katıldığım	kat+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P1sg
uyumsuz	uyum+Noun+A3sg+Pnon+Nom^DB+Adj+Without
yapısal	yapısal+Adj
hesaplanan	hesapla+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
pozitif	pozitif+Adj
negatif	negatif+Adj
otomatik	otomatik+Adj
açıklandığı	açıkla+Verb^DB+Verb+Pass+Pos^DB+Adj+PastPart+P3sg
bağımsız	bağımsız+Adj
düzeydeki	düzey+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
listedeki	liste+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
sütundaki	sütun+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
klasördeki	klasör+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
genişletilmiş	genişle+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adj+NarrPart
güvenilen	güven+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
işaretlenmiş	işaretle+Verb^DB+Verb+Pass+Pos^DB+Adj+NarrPart
ortamınızdaki	ortam+Noun+A3sg+P2pl+Loc^DB+Adj+Rel
bireysel	bireysel+Adj
etkileşimli	etkileşim+Noun+A3sg+Pnon+Nom^DB+Adj+With
bağımlı	bağımlı+Adj
devralınan	devral+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
varsayılan	varsay+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
ayarlanan	ayarla+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
edebilen	et+Verb+Pos^DB+Verb+Able^DB+Adj+PresPart
devralınabilen	devral+Verb^DB+Verb+Pass+Pos^DB+Verb+Able^DB+Adj+PresPart
konudaki	konu+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
çizili	çizi+Adj^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+With
italik	italik+Adj
dikey	dikey+Adj
kısaltılmış	kısal+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adj+NarrPart
uyguladığınız	uygula+Verb+Pos^DB+Adj+PastPart+P2pl
alandaki	alan+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
listesindeki	liste+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
planlamadığınız	planla+Verb+Neg^DB+Adj+PastPart+P2pl
geçici	geçici+Adj
tarayıcıdaki	tara+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Loc^DB+Adj+Rel
alanlardaki	alan+Noun+A3pl+Pnon+Loc^DB+Adj+Rel
bölgelerdeki	bölge+Noun+A3pl+Pnon+Loc^DB+Adj+Rel
toplu	toplu+Adj
kapanacak	kapa+Verb^DB+Verb+Pass+Pos^DB+Adj+FutPart+Pnon
özetlenen	özetle+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
kullanılabilen	kullan+Verb^DB+Verb+Pass+Pos^DB+Verb+Able^DB+Adj+PresPart
satılan	sat+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
istemediğiniz	iste+Verb+Neg^DB+Adj+PastPart+P2pl
düzeyli	düzey+Noun+A3sg+Pnon+Nom^DB+Adj+With
düzendeki	düzen+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
oluşturan	oluş+Verb^DB+Verb+Caus+Pos^DB+Adj+PresPart
seçtiğiniz	seç+Verb+Pos^DB+Adj+PastPart+P2pl
verilerdeki	veri+Noun+A3pl+Pnon+Loc^DB+Adj+Rel
noktasındaki	nokta+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
kullanan	kullan+Verb+Pos^DB+Adj+PresPart
hesaplanmış	hesapla+Verb^DB+Verb+Pass+Pos^DB+Adj+NarrPart
tabanındaki	taban+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
verideki	veri+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
oluşturulan	oluş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adj+PresPart
kaydeden	kaydet+Verb+Pos^DB+Adj+PresPart
kullanılan	kullan+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
azalan	azal+Verb+Pos^DB+Adj+PresPart
sütunundaki	sütun+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
gizlenen	gizle+Verb^DB+Verb+Pass+Pos^DB+Adj+PresPart
veritabanındaki	veritabanı+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
esas	esas+Adj
alanlarındaki	alan+Noun+A3pl+P3sg+Loc^DB+Adj+Rel
listenizdeki	liste+Noun+A3sg+P2pl+Loc^DB+Adj+Rel
etkilemez	etkile+Verb+Neg^DB+Adj+AorPart
karşıt	karşıt+Adj
gizlediğiniz	gizle+Verb+Pos^DB+Adj+PastPart+P2pl
elektronik	elektronik+Adj
tablodaki	tablo+Noun+A3sg+Pnon+Loc^DB+Adj+Rel
